0.733	1.89568	0.493748
0.734	1.89899	0.494705
0.735	1.9023	0.495661
0.736	1.90561	0.496618
0.737	1.90892	0.497576
0.738	1.91224	0.498534
0.739	1.91555	0.499493
0.74	1.91887	0.500452
0.741	1.92219	0.501412
0.742	1.92551	0.502372
0.743	1.92883	0.503333
0.744	1.93215	0.504294
0.745	1.93547	0.505256
0.746	1.9388	0.506218
0.747	1.94212	0.507181
0.748	1.94545	0.508144
0.749	1.94878	0.509108
0.75	1.95211	0.510072
0.751	1.95544	0.511037
0.752	1.95878	0.512003
0.753	1.96211	0.512968
0.754	1.96544	0.513935
0.755	1.96878	0.514902
0.756	1.97212	0.515869
0.757	1.97546	0.516837
0.758	1.9788	0.517805
0.759	1.98214	0.518774
0.76	1.98549	0.519744
0.761	1.98883	0.520713
0.762	1.99218	0.521684
0.763	1.99552	0.522655
0.764	1.99887	0.523626
0.765	2.00222	0.524598
0.766	2.00558	0.52557
0.767	2.00893	0.526543
0.768	2.01228	0.527517
0.769	2.01564	0.528491
0.77	2.01899	0.529465
0.771	2.02235	0.53044
0.772	2.02571	0.531415
0.773	2.02907	0.532391
0.774	2.03243	0.533368
0.775	2.0358	0.534345
0.776	2.03916	0.535322
0.777	2.04253	0.5363
0.778	2.0459	0.537278
0.779	2.04926	0.538257
0.78	2.05263	0.539237
0.781	2.05601	0.540217
0.782	2.05938	0.541197
0.783	2.06275	0.542178
0.784	2.06613	0.543159
0.785	2.0695	0.544141
0.786	2.07288	0.545123
0.787	2.07626	0.546106
0.788	2.07964	0.547089
0.789	2.08302	0.548073
0.79	2.0864	0.549058
0.791	2.08979	0.550042
0.792	2.09317	0.551028
0.793	2.09656	0.552013
0.794	2.09995	0.553
0.795	2.10334	0.553987
0.796	2.10673	0.554974
0.797	2.11012	0.555961
0.798	2.11351	0.55695
0.799	2.11691	0.557938
0.8	2.1203	0.558928
0.801	2.1237	0.559917
0.802	2.1271	0.560907
0.803	2.1305	0.561898
0.804	2.1339	0.562889
0.805	2.1373	0.563881
0.806	2.1407	0.564873
0.807	2.14411	0.565866
0.808	2.14752	0.566859
0.809	2.15092	0.567852
0.81	2.15433	0.568846
0.811	2.15774	0.569841
0.812	2.16115	0.570836
0.813	2.16456	0.571831
0.814	2.16798	0.572827
0.815	2.17139	0.573824
0.816	2.17481	0.57482
0.817	2.17823	0.575818
0.818	2.18165	0.576816
0.819	2.18507	0.577814
0.82	2.18849	0.578813
0.821	2.19191	0.579812
0.822	2.19533	0.580812
0.823	2.19876	0.581812
0.824	2.20218	0.582813
0.825	2.20561	0.583814
0.826	2.20904	0.584816
0.827	2.21247	0.585818
0.828	2.2159	0.586821
0.829	2.21933	0.587824
0.83	2.22277	0.588827
0.831	2.2262	0.589831
0.832	2.22964	0.590836
0.833	2.23308	0.591841
0.834	2.23652	0.592846
0.835	2.23996	0.593852
0.836	2.2434	0.594859
0.837	2.24684	0.595866
0.838	2.25028	0.596873
0.839	2.25373	0.597881
0.84	2.25718	0.598889
0.841	2.26062	0.599898
0.842	2.26407	0.600907
0.843	2.26752	0.601917
0.844	2.27097	0.602927
0.845	2.27443	0.603938
0.846	2.27788	0.604949
0.847	2.28133	0.60596
0.848	2.28479	0.606972
0.849	2.28825	0.610826
0.85	2.29171	0.611839
0.851	2.29517	0.612853
0.852	2.29863	0.613867
0.853	2.30209	0.614881
0.854	2.30555	0.615896
0.855	2.30902	0.616911
0.856	2.31249	0.617927
0.857	2.31595	0.618943
0.858	2.31942	0.61996
0.859	2.32289	0.620977
0.86	2.32636	0.621995
0.861	2.32983	0.623013
0.862	2.33331	0.624031
0.863	2.33678	0.62505
0.864	2.34026	0.62607
0.865	2.34374	0.627089
0.866	2.34721	0.62811
0.867	2.35069	0.629131
0.868	2.35417	0.630152
0.869	2.35766	0.631174
0.87	2.36114	0.632196
0.871	2.36462	0.633219
0.872	2.36811	0.634242
0.873	2.3716	0.635265
0.874	2.37509	0.636289
0.875	2.37857	0.637314
0.876	2.38207	0.638339
0.877	2.38556	0.639364
0.878	2.38905	0.64039
0.879	2.39254	0.641416
0.88	2.39604	0.642443
0.881	2.39954	0.64347
0.882	2.40303	0.644498
0.883	2.40653	0.645526
0.884	2.41003	0.646554
0.885	2.41353	0.647583
0.886	2.41704	0.648613
0.887	2.42054	0.649643
0.888	2.42405	0.650673
0.889	2.42755	0.651704
0.89	2.43106	0.652735
0.891	2.43457	0.653767
0.892	2.43808	0.654799
0.893	2.44159	0.655832
0.894	2.4451	0.656865
0.895	2.44861	0.657898
0.896	2.45213	0.658932
0.897	2.45565	0.659967
0.898	2.45916	0.661002
0.899	2.46268	0.662037
0.9	2.4662	0.663073
0.901	2.46972	0.664109
